developer,publisher,price,release_year
singi,singi,1.99,2017
BigTapir Games,BigTapir Games,,2017
Turbo Tape Games,Turbo Tape Games,2.99,2017
UroboroStudio,UroboroStudio,0.99,2017
Areo Gaming,Areo Gaming,,2017
ebi-hime,,0.99,2017
"Hopoo Games, LLC","Hopoo Games, LLC",4.99,2017
Ivanovich Games,Ivanovich Games,19.99,2016
"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",29.99,2017
Overhead Games,,9.99,2017
Overhead Games,,1.99,2017
BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,Free,2017
Ubisoft - San Francisco,,2.99,2017
BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,11.99,2017
BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,5.99,2017
Ubisoft - San Francisco,,2.99,2017
Drop_Dead_Fred (Фред),Enjoy Games,2.99,2017
Pirate Games,Enjoy Games,2.99,2017
Romantic Railroads,Dovetail Games - Trains,19.99,2017
Sweet Roll Studio LLC.,Sweet Roll Studio LLC.,6.99,2017
Spydersoft,,1.99,2017
Cult Software,Cult Software,0.99,2017
Warlock Arts,Warlock Arts,5.99,2017
Maru Games,Maru Games,4.99,2017
Peak Angle Team,Peak Angle Team,2.99,2017
Peak Angle Team,,1.99,2017
Bohemia Interactive,Bohemia Interactive,26.99,2017
Toposim,Dovetail Games - Flight,24.99,2017
GamersHype Productions,GamersHype Productions,0.99,2017
SCS Software,SCS Software,1.99,2017
SCS Software,SCS Software,1.99,2017
Lorenzo Bellincampi,Lorenzo Bellincampi,8.99,2017
Just Trains,Dovetail Games,4.99,2017
Just Trains,Dovetail Games,4.99,2017
Schrolab,Mito Studio,Free,2017
Mighty Mob Games,Mighty Mob Games,2.99,2017
Ran,Visual Wordplay,Free,2017
Toposim,Dovetail Games - Flight,19.99,2017
Mortis Games,Rock Path Collective,Free,2017
Elephant Games,Big Fish Games,9.99,2017
Snowcastle Games,,4.99,2017
Brimo Studio,Brimo Studio,0.99,2017
"oblomysh,EHTechnology","oblomysh, EHTechnology",0.99,2017
Indie Games Studio,Indie Games Studio,0.99,2017
MAGIX Software GmbH,MAGIX Software GmbH,54.99,2017
"Sebastian Nigro,Panos Tzimas",EmberWulf,10.99,2017
SoftWeir Inc.,SoftWeir Inc.,14.99,2017
lingtanstudio,,1.99,2017
Hermes Interactive,Hermes Interactive,14.99,2017
Fumiko Game Studio,Fumiko Game Studio,6.99,2017
Hoplon,Hoplon,14.99,2017
"Ubisoft Montreal,Ubisoft Quebec,Ubisoft Toronto,Blue Byte",Ubisoft,39.99,2017
"Ubisoft Montreal,Ubisoft Quebec,Ubisoft Toronto,Blue Byte",Ubisoft,59.99,2017
"KADOKAWA,Yoji Ojima",,9.99,2017
"KADOKAWA,Yoji Ojima",,9.99,2017
"Mighty Studios, LLC","Mighty Studios, LLC",2.99,2017
"KADOKAWA,Yoji Ojima",,9.99,2017
Frank J Sudol,FSudol Art Games,0.99,2017
Zero Degrees Games,Zero Degrees Games,9.99,2017
DIGIDICED,DIGIDICED,9.99,2017
Rusty Bolt,,5.99,2017
DazlogStudio,Badland Games,4.99,2017
Rusty Bolt,Rusty Bolt,9.99,2017
DL Softworks,KISS ltd,4.99,2017
DR Studios,505 Games,Free,2017
Ubisoft - San Francisco,,2.99,2017
DL Softworks,KISS ltd,9.99,2017
Ubisoft - San Francisco,,2.99,2017
Ubisoft - San Francisco,,2.99,2017
Big Fish Studios,Big Fish Games,9.99,2017
"IDEA FACTORY,COMPILE HEART",Idea Factory International,5.99,2017
"IDEA FACTORY,COMPILE HEART",Idea Factory International,49.99,2017
"IDEA FACTORY,COMPILE HEART",Idea Factory International,0.99,2017
"IDEA FACTORY,COMPILE HEART",Idea Factory International,0.99,2017
"IDEA FACTORY,COMPILE HEART",Idea Factory International,0.99,2017
"IDEA FACTORY,COMPILE HEART",Idea Factory International,0.99,2017
"IDEA FACTORY,COMPILE HEART",Idea Factory International,0.99,2017
"IDEA FACTORY,COMPILE HEART",Idea Factory International,0.99,2017
Snkl Studio,Snkl Studio,0.99,2017
"IDEA FACTORY,COMPILE HEART",Idea Factory International,0.99,2017
Rumata Lab,"Rumata Lab, AEY Inc.",1.99,2017
"Adriaan de Jongh,Sylvain Tegroeg",Adriaan de Jongh,7.99,2017
Daylight Studios,Daedalic Entertainment,4.99,2017
virtualRailroads,Dovetail Games,4.99,2017
Daylight Studios,Daedalic Entertainment,,2017
virtualRailroads,Dovetail Games,4.99,2017
virtualRailroads,Dovetail Games,4.99,2017
ASTRO PORT,Nyu Media,5.99,2017
"L. Stotch,Vladimir Soldatov","L. Stotch, Vladimir Soldatov",4.99,2017
playchocolate,playchocolate,5.99,2017
Studio Wumpus,Studio Wumpus,14.99,2017
Inaccurate Interactive,Guru Games,4.99,2016
Kayabros,Kayabros,9.99,2017
Exordium Games,Exordium Games,4.99,2017
Expansive Worlds,Avalanche Studios,29.99,2017
ByteRockers' Games,articy Software,99.99,2017
Sagnithi Systems Technology Solutions LLP,Sagnithi Systems Technology Solutions LLP,5.99,2017
Quad-Games,Quad-Games,1.99,2017
IMPIRESOFT,IMPIRESOFT,,2017
Dovetail Games,Dovetail Games - Trains,19.99,2017
Dovetail Games,Dovetail Games - Trains,39.99,2017
Skylar Stickley,Skylar Stickley,Free,2017
HexWar Games,HexWar Games,9.99,2017
"Stardock Entertainment,Oxide Games",Stardock Entertainment,2.99,2017
Games++,Games++,3.99,2017
"Stardock Entertainment,Oxide Games",Stardock Entertainment,2.99,2017
"Stardock Entertainment,Oxide Games",Stardock Entertainment,2.99,2017
"Stardock Entertainment,Oxide Games",Stardock Entertainment,2.99,2017
Monster Games,Dusenberry Martin Racing,4.99,2017
4FreaksFiction,4FreaksFiction,1.99,2017
Perfuse Entertainment,Perfuse Entertainment,8.99,2017
Monster Games,Dusenberry Martin Racing,Free,2017
Koreez,Double Coconut,4.99,2017
DL Softworks,KISS ltd,9.99,2017
IBOLOGY LLC,IBOLOGY LLC,4.99,2017
Blake Garner,Blake Garner,5.99,2017
Cats Who Play,Cats Who Play,19.99,2017
Quiet River,Quiet River,0.99,2017
"Presto Studios, Inc.","Presto Studios, Inc",9.99,1997
AirWave Games,BindleBot,1.99,2017
"hyperboreanGames,Svarog Studios",Back To Basics Gaming,0.99,2017
Gameland Studios,Gameland Studios,1.99,2017
"hyperboreanGames,Svarog Studios",Back To Basics Gaming,0.99,2017
White Dog,White Dog,0.99,2017
Red Dot Games,PlayWay S.A.,2.99,2017
TarbuttonStudio,TarbuttonStudio,3.99,2017
Falling Star Studio,Falling Star Studio,2.99,2017
Gamesare,Clickteam,3.99,2017
"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",9.99,2017
DL Softworks,KISS ltd,4.99,2017
DL Softworks,KISS ltd,2.99,2017
Robert Pelloni,Bob Corporation,Free,2017
"YarGri,EHTechnology","YarGri, EHTechnology",0.99,2017
phime studio LLC,phime studio LLC,4.99,2017
Virtual Racing Industries Ltd.,Virtual Racing Industries Ltd.,6.99,2017
Virtual Racing Industries Ltd.,Virtual Racing Industries Ltd.,9.99,2017
Monster Games,Dusenberry Martin Racing,9.99,2017
Stolpskott Studios,Stolpskott Studios,9.99,2017
"Psyonix, Inc.","Psyonix, Inc.",1.99,2017
"Psyonix, Inc.","Psyonix, Inc.",1.99,2017
Soverance Studios,Soverance Studios,9.99,2017
Ubisoft - San Francisco,,2.99,2017
Ubisoft - San Francisco,,7.99,2017
Ubisoft - San Francisco,,2.99,2017
Ubisoft - San Francisco,,2.99,2017
"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",59.99,2017
Infinite Fall,Finji,19.99,2017
Polygon Art,Polygon Art,18.99,2017
BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,Free,2017
BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,6.99,2017
Quadro Delta,Re-Logic,14.99,2017
WayForward,"WayForward, GamePump",5.99,2017
"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Free,2017
Mad Head Games,Big Fish Games,9.99,2017
"Quadro Delta,Kole Audio Solutions",Re-Logic,4.99,2017
"SmiteWorks USA, LLC",,14.99,2017
"SmiteWorks USA, LLC",,8.99,2017
"SmiteWorks USA, LLC",,9.99,2017
"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",19.99,2017
"SmiteWorks USA, LLC",,8.99,2017
"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",19.99,2017
"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",12.99,2017
"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",3.49,2017
"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",3.49,2017
"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",3.49,2017
"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",3.49,2017
"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",3.49,2017
MadOut Games,MadOut Games,8.99,2017
Peak Angle Team,,1.99,2017
Ludomotion,Ludomotion,9.99,2017
Milestone S.r.l.,Milestone S.r.l.,5.99,2017
First Class Simulations,Dovetail Games - Flight,18.99,2017
Funcom,Funcom,Free,2001
Funcom,,99.99,2017
Funcom,,19.99,2017
Joycity,Joycity,7.99,2017
Abigail Corfman,Open Sorcery Games,3.99,2017
Klonk Games,"Klonk Games, Deck13, FFF Bayern",14.99,2017
The_Kiddy,The_Kiddy,4.99,2017
BurstRay Games,BurstRay Games,3.99,2017
Shiro Games,Shiro Games,19.99,2017
Domini Games,Big Fish Games,9.99,2017
Dragom,Dragom,14.99,2017
Tribal Dreams,Interplay Entertainment Corp.,9.99,1998
ma_mutte,ma_mutte,0.99,2017
"HANBITSOFT, INC.,IMC GAMES CO.,LTD.",REDBANA CORPORATION,Free,2007
Flyleap Studios,,2.99,2017
Oriplay,"Atomic Fabrik , Cristian Manolachi",1.99,2017
Fairytale Distillery,Fairytale Distillery,Free,2017
Fairytale Distillery,Fairytale Distillery,19.99,2017
Fairytale Distillery,Fairytale Distillery,79.99,2017
Fairytale Distillery,Fairytale Distillery,39.99,2017
MyDearest,MyDearest,8.99,2017
Tiny Warrior Games,Tiny Warrior Games,4.99,2017
Awesome Games Studio,Awesome Games Studio,9.99,2017
Cosy Goat,Cosy Goat,29.99,2017
Insignio Labs,Insignio Labs,1.99,2017
Mastfire Studios Pty Ltd,Mastfire Studios Pty Ltd,19.99,2017
"Daniel Gili,Joaquín Godoy,Emilio Martinez,Bruno Carro",Boxel Games,4.99,2017
Insignio Labs,Insignio Labs,1.99,2017
Nauris Amatnieks,Nauris Amatnieks,4.99,2017
"Orrery Games,Blip Haus Design",Orrery Games,9.99,2017
Team Cherry,,9.99,2017
Team Cherry,Team Cherry,14.99,2017
"Daniel Ritchie - Squirreldome.com,Philip Staiger - TheBest3D.com",KISS ltd,18.99,2017
Taito,Forever Entertainment S. A.,11.99,2017
Individual Software,Individual Software,29.99,2017
Caracal Games,IndieGala,9.99,2017
FantaBlade Network,X.D. Network Inc.,Free,2017
Pyromancers.com,Pyromancers.com,14.99,2017
Pierre Brengues,Pierre Brengues,4.99,2017
Alien Jellyfish,Nova Dimension,0.99,2017
Svarog Studios,,0.99,2017
Cats Who Play,Cats Who Play,3.99,2017
MorfeoDev,MorfeoDev,4.99,2017
Crystal Box Team,Enjoy Games,2.99,2017
"CFK Co., Ltd.","CFK Co., Ltd.",1.99,2017
inXile Entertainment,inXile Entertainment,19.99,2017
inXile Entertainment,inXile Entertainment,44.99,2017
"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",6.99,2017
IronOak Games,IronOak Games,14.99,2017
"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",7.99,2017
Crystal Box Team,Dagestan Technology,1.99,2017
WarfareSims,Slitherine LTD.,2.99,2017
"Sproing,Neopica",Anikids,9.99,2017
Carenado,Dovetail Games - Flight,19.99,2017
Toposim,Dovetail Games - Flight,14.99,2017
Just1337 Studio,Just1337 Publisher,0.99,2017
"QLOC,DIMPS",BANDAI NAMCO Entertainment,7.99,2017
Just1337 Studio,Just1337 Publisher,0.99,2017
Just1337 Studio,Just1337 Publisher,Free,2017
Andy Howard Games,Andy Howard Games,1.99,2017
Massive Entertainment,Ubisoft,14.99,2017
"Visual Concepts,Yuke's Co., LTD",2K,9.99,2017
"Limed,lalalaZero,Urbanoff",Limed,0.99,2017
Babloon Studios,Babloon Studios,9.99,2017
NCH Software,NCH Software,99.99,2017
Ubisoft - San Francisco,,9.99,2017
Ubisoft - San Francisco,,2.99,2017
Ubisoft - San Francisco,,2.99,2017
Ubisoft - San Francisco,,2.99,2017
The Foregone Syndicate,Adult Swim Games,14.99,2017
Ubisoft - San Francisco,,2.99,2017
Individual Software,Individual Software,14.99,2017
Individual Software,Individual Software,14.99,2017
Fractal Phase,Fractal Phase,6.99,2017
2xMilk,2xMilk,7.99,2017
Watercolor Games,Watercolor Games,1.99,2017
NerdyYetis,NerdyYetis,4.99,2017
Neil Birch,Dovetail Games - Flight,9.99,2017
Insignio Labs,Insignio Labs,4.99,2017
Dovetail Games,Dovetail Games - Trains,39.99,2017
the_dobrokot,the_dobrokot,0.99,2017
Sea Green Games,,3.99,2017
Brad Moore,,0.99,2017
Quad-Games,Quad-Games,9.99,2017
Deep Shadows Games,Big Fish Games,6.99,2017
L Rod,L Rod,1.99,2017
Avallon Alliance,Panoramik inc,Free,2017
PotionC,PotionC,1.99,2017
GamersHype Productions,GamersHype Productions,0.99,2017
Stage Clear Studios,Headup Games,11.99,2017
Octo Studio,Octo Studio,4.99,2017
ERS G Studios,Big Fish Games,9.99,2017
Suspicious Developments,Suspicious Developments,4.99,2017
ChairKilling,Sometimes You,1.99,2017
R I MAD,R I MAD,6.99,2017
Warfare Studios,Red Dahlia,1.99,2017
"Berserk Games,Dan Verssen Games",,14.99,2017
Eminent Softworks,Eminent Softworks,19.99,2017
Oscar Celestini,Forever Entertainment S. A.,4.99,2017
Automaton,Automaton,Free,2017
The Foregone Syndicate,Adult Swim Games,2.99,2017
The Foregone Syndicate,Adult Swim Games,6.99,2017
Marcin Mikołajczyk,Back To Basics Gaming,0.99,2017
Playsaurus,Playsaurus,9.99,2017
"L. Stotch,Vladimir Soldatov","L. Stotch, Vladimir Soldatov",Free,2017
Pixel Battery,Pixel Battery,6.99,2017
mibix,mibix,2.99,2017
Ehnenu,Ehnenu,9.99,2017
"GCRH,Daynar",GCRH,1.99,2017
Joe Sansone,Island Bar Games LLC,4.99,2017
Because I Can,Because I Can,13.99,2017
Neopica,Anikids,9.99,2017
Rushing Vise,Rushing Vise,4.99,2017
"SmiteWorks USA, LLC",,8.99,2017
Top Evidence Studio,Big Fish Games,9.99,2017
MAGIX Software GmbH,MAGIX Software GmbH,69.99,2017
Ian Williams,Subjunctive Software,9.99,2017
"SmiteWorks USA, LLC",,3.99,2017
"CAPCOM CO., LTD.","CAPCOM U.S.A., INC.",24.99,2017
Pixel Gangsta Studio,Pixel Gangsta Studio,11.99,2017
LVGameDev LLC,LVGameDev LLC,19.99,2017
"Ubisoft Paris,Ubisoft Annecy,Ubisoft Bucharest,Ubisoft Montpellier,Ubisoft Milan,Reflections,Ubisoft Belgrade",Ubisoft,59.99,2017
JustForward,JustForward,0.99,2017
"Ubisoft Paris,Ubisoft Annecy,Ubisoft Bucharest,Ubisoft Montpellier,Ubisoft Milan,Reflections",Ubisoft,39.99,2017
GamerGG,GamerGG,3.99,2017
Threye Interactive,Threye Interactive,9.99,2017
Threye Interactive,Threye Interactive,Free,2017
Polygon Art,Polygon Art,1.99,2017
AtomicTorch Studio,AtomicTorch Studio,4.99,2017
AtomicTorch Studio,AtomicTorch Studio,4.99,2017
SimProse Studios,SimProse Studios,1.99,2017
Paradox Development Studio,,14.99,2017
ZAR 21,Daedalic Entertainment,7.99,2017
Gigatross Games,Gigatross Games,0.99,2017
High Horse Entertainment,High Horse Entertainment,14.99,2017
HeX,Laush Studio,2.99,2017
Paradox Development Studio,,1.99,2017
"SmiteWorks USA, LLC",,2.99,2017
Crowdwork Studios,Riveted Games,14.99,2017
Hollow Ponds,,6.99,2017
Hollow Ponds,Hollow Ponds,14.99,2017
"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",59.99,2017
Ubisoft - San Francisco,,2.99,2017
Ubisoft - San Francisco,,2.99,2017
Ubisoft - San Francisco,,11.99,2017
Ubisoft - San Francisco,,2.99,2017
Ubisoft - San Francisco,,2.99,2017
"TT Games,Traveller's Tales",Warner Bros. Interactive Entertainment,29.99,2017
Ubisoft - San Francisco,,2.99,2017
"SmiteWorks USA, LLC",,0.99,2017
Daily Magic Productions,Big Fish Games,9.99,2017
Ronimo Games,,2.99,2017
YoYo Games Ltd.,YoYo Games Ltd.,99.99,2017
Arcane Raise,ArcaneRaise,2.99,2017
YoYo Games Ltd.,YoYo Games Ltd.,399.99,2017
YoYo Games Ltd.,YoYo Games Ltd.,399.99,2017
YoYo Games Ltd.,YoYo Games Ltd.,149.99,2017
Iron Helmet Games,Iron Helmet Games,11.99,2017
Turbo Pixel Studios,Turbo Pixel Studios,9.99,2014
Spread Shot Studios LLC,Spread Shot Studios LLC,14.99,2017
Play Spirit Limited,Play Spirit Limited,2.99,2017
Yaeko,Yaeko,9.99,2017
Deckbound,Deckbound,Free,2017
Doragon Entertainment,Doragon Entertainment,9.99,2017
Alientrap,Alientrap,6.99,2017
ds-sans,DEVGRU-P,Free,2017
Naarassusi Game,cada,0.99,2017
DarkPolygon Games,,1.99,2017
Sergej110,Sergej110,1.99,2017
ArteG,Lestyo,0.99,2017
Creative Pudding Hungary Llc.,Creative Pudding Hungary Llc.,19.99,2017
Expect Studio,Expect Studio,Free,2017
Arcane Raise,ArcaneRaise,Free,2017
10x10 Room,,3.99,2017
Lotus Games,Zen Labs,1.99,2017
Whitefishgames,SW-Winsoft,9.99,2016
nextReality Games,nextReality Games,2.99,2017
GB Patch Games,GB Patch Games,12.99,2017
GB Patch Games,GB Patch Games,0.99,2017
Revolution Software Ltd,,Free,1996
nextReality Games,nextReality Games,6.99,2017
Revolution Software Ltd,,Free,1997
Revolution Software Ltd,,3.99,2017
Revolution Software Ltd,,3.99,2017
Revolution Software Ltd,,3.99,2017
Demon Sword Games,378 Publishing Ltd,2.99,2017
Casual Brothers,Casual Brothers,9.99,2017
Notus Games Ltd,Notus Games Ltd,4.99,2017
Schism Worldwide,Plug In Digital,0.99,2017
SMG Studio,SMG Studio,14.99,2017
NDPendent Games,"BadDoge, NDPendent Games",0.99,2017
kedexa,kedexa,0.99,2017
We Are Bots,,3.99,2017
"Team NINJA,KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",31.99,2017
Narayan Games,Dark Light Studio,0.99,2017
Kedexa,Kedexa,0.99,2017
HardHead Games,HardHead Games,6.99,2017
Sweet Bandits Studios,Sweet Bandits Studios,14.99,2017
"Capcom Game Studio Vancouver, Inc.",Capcom,19.99,2017
"Capcom Game Studio Vancouver, Inc.",Capcom,59.99,2017
magicdweedoo,,3.99,2016
Moongate Digital,Moongate Digital,14.99,2017
Milestone S.r.l.,Milestone S.r.l.,Free,2017
The Game Bakers,The Game Bakers,3.99,2017
VI Games LLC,VI Games LLC,1.99,2017
"SmiteWorks USA, LLC",,4.99,2017
"SmiteWorks USA, LLC",,6.99,2017
"SmiteWorks USA, LLC",,6.99,2017
"SmiteWorks USA, LLC",,5.99,2017
No Goblin,No Goblin,19.99,2017
Redpoint Games,Redpoint Games,9.99,2017
Red Triangle Games,Red Triangle Games,0.99,2016
"FK Digital,Arc System Works",Arc System Works,19.99,2017
Expansive Worlds,,,2017
Mika Spin Games,Mika Spin Games,4.99,2016
Infinite Fall,,6.99,2017
Infinite Fall,,6.99,2017
Infinite Fall,,4.99,2017
Dovetail Games,Dovetail Games - Trains,39.99,2017
Paul Bird,Marjupi Games,2.99,2017
GameChanger Studio,GameChanger Studio,8.99,2017
3 Minute Games,Big Fish Games,3.99,2017
Paper Pirates,AEY Inc.,4.99,2017
DL Softworks,KISS ltd,4.99,2017
Playwood Project,Deck13,19.99,2017
DL Softworks,KISS ltd,7.99,2017
Battenberg Software,,0.99,2017
Aldorlea Games,Aldorlea Games,6.99,2017
EJRGames,EJRGames,1.99,2017
Ish Games,Ish Games,2.99,2017
Artogon,Jetdogs Studios,1.99,2017
RadishBox,RadishBox,4.99,2017
Cellbloc Studios,Cellbloc Studios,4.99,2017
Elven Workshop,Elven Workshop,0.99,2017
PokerStars Mobile Limited,PokerStars Mobile Limited,,2017
Kremlingames,Kremlingames,4.99,2017
McKay,,0.99,2017
McKay,,2.99,2017
McKay,,4.99,2017
Faceless Studios,Faceless Studios,4.99,2017
"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",6.99,2017
"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",1.99,2017
"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",1.99,2017
"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",1.99,2017
"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",1.99,2017
"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",1.99,2017
DL Softworks,KISS ltd,3.99,2017
FeelThere,FeelThere,19.99,2017
Ponywolf,"Ponywolf, LLC",4.99,2017
Vast Studios,Big Fish Games,9.99,2017
"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",59.99,2017
The Game Creators,The Game Creators,24.99,2017
Dashing Strike,Dashing Strike,6.99,2017
Dekovir Entertainment,,5.99,2017
"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Free,2017
"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Free,2017
Ubisoft,,14.99,2017
"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Free,2017
No Code,Devolver Digital,1.99,2017
Splatter Squad,Splatter Squad,0.99,2017
Infinite Loop Games,Infinite Loop Games,14.99,2017
"xXarabongXx,WrathSchneider",New Reality Games,0.99,2017
Nerdook Productions,Digerati Distribution,8.99,2017
Patryk Szuberla,Patryk Szuberla,12.99,2017
JDM4iK Games,JDM4iK Games,4.99,2017
Arrowiz,Arrowiz,Free,2017
"SmiteWorks USA, LLC",,29.99,2017
"CINEMAX, s.r.o.","CINEMAX, s.r.o.",5.99,2017
Digitalfossils Ltd,Digitalfossils Ltd,119.99,2017
Bitmap Bureau,Rising Star Games,14.99,2017
"Acram Digital,Mobo Studio",Acram Digital,9.99,2017
Atypical Games,Atypical Games,4.99,2017
Magic Pixel Kft.,,3.99,2017
"Acram Digital,Mobo Studio",Acram Digital,4.99,2017
Musopia,,4.99,2017
"Acram Digital,Mobo Studio",Acram Digital,4.99,2017
"Acram Digital,Mobo Studio",Acram Digital,4.99,2017
"Acram Digital,Mobo Studio",Acram Digital,4.99,2017
Dream Real,Dream Real,1.99,2017
Virtys,Virtys,Free,2017
"Zadbox Entertainment,Marcell Kerepesi",Zadbox Entertainment,9.99,2017
ERS G Studios,Big Fish Games,9.99,2017
DOG HOGGLER,DOG HOGGLER,Free,2017
"MAGES. Inc.,5pb.,Experience Inc.","NIS America, Inc.",19.99,2017
"MAGES. Inc.,5pb.,Experience Inc.",,4.99,2017
Dr_Crewcut,Dr.Crewcut,0.99,2017
VooFoo Studios,VooFoo Studios,2.99,2017
Tequilabyte Studio,Tequilabyte Studio,16.99,2017
Firaxis,2K,8.99,2017
VooFoo Studios,VooFoo Studios,Free,2017
Dan Fornace,Dan Fornace,14.99,2017
Spaceboy Games,Humble Bundle,9.99,2017
"SmiteWorks USA, LLC",,7.99,2017
"SmiteWorks USA, LLC",,9.99,2017
"SmiteWorks USA, LLC",,4.99,2017
"SmiteWorks USA, LLC",,4.99,2017
"SmiteWorks USA, LLC",,7.99,2017
"SmiteWorks USA, LLC",,2.99,2017
"SmiteWorks USA, LLC",,4.99,2017
"SmiteWorks USA, LLC",,4.99,2017
Aquiris Game Studio,Green Man Gaming Publishing,11.99,2017
Capcom,Capcom,Free,2017
Retrotainment Games,Retrotainment Games,9.99,2017
FeelThere,FeelThere,17.99,2017
Art Games,"Art Games, Mamilos Club Studios",5.99,2017
N3V Games,,29.99,2017
SOLIDMESH,SOLIDMESH,9.99,2017
toxtronyx interactive GmbH,Aerosoft GmbH,17.99,2017
Dedication Games,Dedication Games,7.99,2017
Digital Upthrust,Digital Upthrust,3.99,2017
Terrible Toybox,Terrible Toybox,19.99,2017
A Sweet Studio,A Sweet Studio,9.99,2017
Questro,Questro,9.99,2017
Panoramik Inc,Panoramik Inc,Free,2017
Laminar Research,Laminar Research,59.99,2017
Laminar Research,Laminar Research,Free,2017
Laminar Research,Laminar Research,Free,2017
Laminar Research,Laminar Research,Free,2017
Laminar Research,Laminar Research,Free,2017
Laminar Research,Laminar Research,Free,2017
Laminar Research,Laminar Research,Free,2017
Radcroc,Radcroc,0.99,2017
"CAVE Interactive CO.,LTD.",Degica,5.99,2017
Infinity Ward,Activision,Free,2017
MightyCodeDragon,MightyCodeDragon,9.99,2017
Anti-Ded GameDev,Anti-Ded GameDev,0.99,2017
"CuréLabel,Parabole","Productions Acouphène, EDC Musique inc.",4.99,2017
Kiwiforge,Kiwiforge,1.99,2017
ForepawSoft,ForepawSoft,Free,2014
ForepawSoft,ForepawSoft,Free,2016
Lapovich,NewRealityGames,0.99,2017
Lapovich,New Reality Games,0.99,2017
cada,cada,0.99,2017
SoftCoder,Mega Glest Team,0.99,2011
Professional Imagination,GPAC,0.99,2017
